train_no,train_name,type_code
56232,Bangalore Mysore (PUSH-PULL) Passenger(Shuttle),PASS-TRAINS
56233,Bangalore Mysore Passenger,PASS-TRAINS
56234,Mysore Bangalore Passenger,PASS-TRAINS
56237,Mysore Bangalore (PUSH-PULL) Passenger,PASS-TRAINS
56004,Chengalpattu Arakkonam Passenger,PASS-TRAINS
56238,Bangalore Mysore (PUSH-PULL) Passenger,PASS-TRAINS
56239,Shimoga Birur Passenger,PASS-TRAINS
56240,Birur Shimoga Passenger,PASS-TRAINS
56241,Salem Yesvantpur passenger,PASS-TRAINS
56242,Yesvantpur Salem passenger,PASS-TRAINS
56262,BANGALORE - ARAKKONAM Passenger,PASS-TRAINS
56263,Night Queen Passenger,PASS-TRAINS
56264,Night Queen Passenger,PASS-TRAINS
56265,Arsikere Mysore Passenger,PASS-TRAINS
56266,Mysore Arsikere Passenger,PASS-TRAINS
56268,Mysore Arsikere Passenger,PASS-TRAINS
56269,Shimoga Mysore Passenger,PASS-TRAINS
56270,Mysore Shimoga Passenger,PASS-TRAINS
56271,Shimoga Birur Passenger,PASS-TRAINS
56272,Birur Shimoga Town Passenger,PASS-TRAINS
56273,Arsikere Hubli Passenger,PASS-TRAINS
56274,Hubli Arsikere Passenger,PASS-TRAINS
56300,Kollam Alappuzha Passenger,PASS-TRAINS
56301,Alappuzha Kollam Passenger,PASS-TRAINS
56302,Alappuzha Ernakulam Passenger,PASS-TRAINS
56303,Ernakulam Alappuzha Passenger,PASS-TRAINS
56307,Kollam Tiruvananthapuram Passenger,PASS-TRAINS
56308,Tiruvananthapuram Kollam Passenger,PASS-TRAINS
56309,Kollam Tiruvananthapuram Passenger,PASS-TRAINS
56310,Nagercoil Tiruvananthapuram Passenger,PASS-TRAINS
56311,Tiruvananthapuram Nagercoil Passenger,PASS-TRAINS
56312,Tirunelveli Nagercoil Passenger,PASS-TRAINS
56313,Tiruvananthapuram Nagercoil Passenger,PASS-TRAINS
56315,Tiruvananthapuram Nagercoil Passenger,PASS-TRAINS
56316,Nagercoil Tiruvananthapuram Passenger,PASS-TRAINS
56317,Kochuveli Nagercoil Passenger,PASS-TRAINS
56318,Nagercoil Kochuveli Passenger,PASS-TRAINS
56319,Nagercoil Coimbatore Passenger,PASS-TRAINS
56321,Kanyakumari Tirunelveli Passenger,PASS-TRAINS
56323,Coimbatore Mangalore Fast Passenger,PASS-TRAINS
56324,Coimbatore Fast Passenger,PASS-TRAINS
56325,Nagercoil Cape Passenger,PASS-TRAINS
56331,Punalur Kollam Passenger,PASS-TRAINS
56370,Ernakulam Guruvayur Passenger,PASS-TRAINS
56503,Yesvantapur-Vijayawada Passenger,PASS-TRAINS
56504,Vijayawada Yesvantapur Passenger,PASS-TRAINS
56505,Bangarpet Marikuppam Passenger,PASS-TRAINS
56506,Marikuppam Bangarapet Passenger,PASS-TRAINS
56511,Bangarpet Marikuppam Passenger,PASS-TRAINS
56515,BANGALORE CITY - HUBLI Pass,PASS-TRAINS
56516,HUBLI - BANGALORE CY Passenger,PASS-TRAINS
55525,Barauni-Samastipur Passenger,PASS-TRAINS
56332,Kollam Punalur Passenger,PASS-TRAINS
56333,Punalur Kollam Passenger,PASS-TRAINS
56334,Kollam Punalur Passenger,PASS-TRAINS
56335,Punalur Kollam Passenger,PASS-TRAINS
56336,Kollam Punalur Passenger,PASS-TRAINS
56337,Punalur Kollam Passenger,PASS-TRAINS
56338,Kollam Punalur Passenger,PASS-TRAINS
56371,Guruvayur Ernakulam Passenger,PASS-TRAINS
56374,Thrissur Guruvayur Passenger,PASS-TRAINS
56375,Guruvayur Ernakulam Passenger,PASS-TRAINS
56376,Ernakulam Guruvayur Passenger,PASS-TRAINS
56377,Allepey Kayankulam Passenger,PASS-TRAINS
56379,Ernakulam Alappuzha Passenger,PASS-TRAINS
56380,Kayankulam Ernakulam Passenger,PASS-TRAINS
56381,Ernakulam Kayankulam Passenger,PASS-TRAINS
56382,Kayankulam Ernakulam Passenger,PASS-TRAINS
56383,Ernakulam Kayankulam Passenger,PASS-TRAINS
56384,Alappuzha Ernakulam Passenger,PASS-TRAINS
56391,Ernakulam Kollam Passenger,PASS-TRAINS
56392,Kollam Ernakulam Passenger,PASS-TRAINS
56501,Vijayawada Hubli Passenger,PASS-TRAINS
56502,Hubli Vijayawada Passenger,PASS-TRAINS
56507,Swarna passenger Marikuppam Bangalore,PASS-TRAINS
56508,Bangalore-Marikuppam Swarna Pass.,PASS-TRAINS
56509,Marikuppam Bangalore Passenger,PASS-TRAINS
56510,Bangalore Marikuppam passenger,PASS-TRAINS
56512,Marikuppam Bangarpet passenger,PASS-TRAINS
56513,Salem Bangalore passenger,PASS-TRAINS
56514,Bangalore Salem Passenger,PASS-TRAINS
56517,Chitradurga Harihar Passenger,PASS-TRAINS
56518,Harihar Chitradurga Passenger,PASS-TRAINS
56519,Bangalore Chitradurga Passenger,PASS-TRAINS
56520,Chitradura Bangalore Passenger,PASS-TRAINS
56525,Bangalore Chik ballapur Passenger,PASS-TRAINS
56526,Chik Ballapur Bangalore Passenger,PASS-TRAINS
56527,Kanyakumari Nagercoil Passenger,PASS-TRAINS
56528,Nagercoil Kanyakumari Passenger,PASS-TRAINS
56601,Shoranur Kozhikode Passenger,PASS-TRAINS
56613,Shoranur Nilambur Fast Passenger,PASS-TRAINS
56615,Shoranur Nilambur Passenger,PASS-TRAINS
56640,Mangalore-Verna Passenger,PASS-TRAINS
56641,Verna Mangalore Passenger,PASS-TRAINS
56642,Kabakaputtur Mangalore Passenger,PASS-TRAINS
56651,Coimbatore Kannur Fast Passenger,PASS-TRAINS
56700,Madurai-Kollam Passenger,PASS-TRAINS
56701,Madurai Passenger,PASS-TRAINS
56602,Kannur Shoranur Passenger,PASS-TRAINS
56603,Thrissur Kannur Passenger,PASS-TRAINS
56604,Shoranur Coimbatore Passenger,PASS-TRAINS
56606,Ernakulam Shoranur Passenger,PASS-TRAINS
56607,Shoranur Ernakulam Passenger,PASS-TRAINS
56608,Ernakulam Shoranur Passenger,PASS-TRAINS
56609,Shoranur Ernakulam Passenger,PASS-TRAINS
56610,Nilambur Palakkad Passenger,PASS-TRAINS
56612,Nilambur Shoranur Passenger,PASS-TRAINS
56616,Nilambur Shoranur Fast Passenger,PASS-TRAINS
56617,Shoranur Nilambur Passenger,PASS-TRAINS
56618,Nilambur Shoranur Passenger,PASS-TRAINS
56619,Shoranur Nilambur Passenger,PASS-TRAINS
56620,Nilambur Road Shoranur Pass,PASS-TRAINS
56621,Shoranur Nilambur Road Pass,PASS-TRAINS
56643,Kabakaputtur Passenger,PASS-TRAINS
56644,Kabakaputtur Mangalore Passenger,PASS-TRAINS
56645,Kabakaputtur Passenger,PASS-TRAINS
56646,Subramanya Road Mangalore Passenger,PASS-TRAINS
56647,Subrahmanya Road Passenger,PASS-TRAINS
56650,Kannur Coimbatore Fast Passenger,PASS-TRAINS
56652,Kannur Kozhikkode Passenger,PASS-TRAINS
56653,Kozhikode Kannur Passenger,PASS-TRAINS
56654,Kozhikode Passenger,PASS-TRAINS
56655,Kannur Mangalore Passenger,PASS-TRAINS
56656,Kannur Passenger,PASS-TRAINS
56657,Calicut Kannur Passenger,PASS-TRAINS
56659,Kannur Charvattur Passenger,PASS-TRAINS
56661,Charvattur Mangalore Passenger,PASS-TRAINS
56703,TIRUCHCHIRAPALI  - DINDIGUL PASSENGER,PASS-TRAINS
56707,Dindigul Madurai Passenger,PASS-TRAINS
56708,Madurai Dindigul Passenger,PASS-TRAINS
56709,Dindigul Madurai Passenger,PASS-TRAINS
56710,Madurai Dindigul Passenger,PASS-TRAINS
56712,Trichy Nagore Passenger,PASS-TRAINS
56714,Tiruchirapalli Nagore Passenger,PASS-TRAINS
56733,MADURAI - SENGOTTAI  PASSENGER,PASS-TRAINS
56734,SENGOTTAI - MADURAI PASSENGER,PASS-TRAINS
56735,MADURAI  - SENGOTTAI PASSENGER,PASS-TRAINS
56736,Sengottail Madurai Passenger,PASS-TRAINS
56806,Tiruchchirapalli Cuddalore Port Passenger,PASS-TRAINS
56808,Tiruchchirapalli Villupuram Passenger,PASS-TRAINS
56812,Tiruchchirapalli Mayiladuturai Passenger,PASS-TRAINS
56821,MAYILADUTURAI  - DINDIGUL PASSENGER,PASS-TRAINS
56824,Tiruchchirapalli Mayiladuturai Passenger,PASS-TRAINS
56826,Tirnunelveli Erode Passenger,PASS-TRAINS
56829,Tiruchchirapalli Rameswaram Passenger,PASS-TRAINS
14523,Harihar Express,EXP-TRAINS
53426,KIUL JAMALPUR PASS,PASS-TRAINS
53428,KIUL JAMALPUR PASS,PASS-TRAINS
55610,FKM - DBB FAST PASSENGER,PASS-TRAINS
56704,DINDIGUL - TIRUCHCHIRAPALI PASSENGER,PASS-TRAINS
56705,VILLUPURAM  - MADURAI PASSENGER,PASS-TRAINS
56706,MADURAI - VILLUPURAM PASSENGER,PASS-TRAINS
56711,Nagore Trichy Passenger,PASS-TRAINS
56713,Nagore Trichy Passenger,PASS-TRAINS
56721,Madurai Rameswaram Passenger,PASS-TRAINS
56722,Rameswaram Madurai Passenger,PASS-TRAINS
56724,Rameswaram Madurai Passenger,PASS-TRAINS
56725,Madurai Rameswaram Passenger,PASS-TRAINS
56726,Rameswaram Madurai Passenger,PASS-TRAINS
56761,Tirunelveli Tiruchendur Passenger,PASS-TRAINS
56762,Tiruchendur Tirunelveli Passenger,PASS-TRAINS
56763,Tirunelveli Tiruchendur Passenger,PASS-TRAINS
56764,Tiruchendur Tirunelveli Passenger,PASS-TRAINS
56765,Tirunelveli Tiruchendur Passenger,PASS-TRAINS
56766,Tiruchendur Tirunelveli Passenger,PASS-TRAINS
56767,Tuticorin Tiruchendur Passenger,PASS-TRAINS
56768,Tiruchendur Tuticorin Passenger,PASS-TRAINS
56805,Cuddalore Port Tiruchchirapalli Passenger,PASS-TRAINS
56807,Vriddhachalam Tiruchchirapalli Passenger,PASS-TRAINS
56811,Mayiladuturai Tiruchchirapalli Passenger,PASS-TRAINS
56822,DINDIGUL - MAYILADUTURAI PASSENGER,PASS-TRAINS
56823,Mayiladuturai Tiruchchirapalli Passenger,PASS-TRAINS
56827,Tuticorin Tirunelveli Passenger,PASS-TRAINS
56828,Tirunelveli Tuticorin Passenger,PASS-TRAINS
56830,Rameswaram Trichy Passenger,PASS-TRAINS
56835,Vriddhachalam Salem Passenger,PASS-TRAINS
56836,Salem Vriddhachalam Passenger,PASS-TRAINS
56837,Vriddhachalam Salem Passenger,PASS-TRAINS
56838,Salem Vriddhachalam Passenger,PASS-TRAINS
56839,Jolarpettai Erode Passenger,PASS-TRAINS
56840,Erode Jolarpettai Passenger,PASS-TRAINS
56845,Jolarpettai Erode Passenger,PASS-TRAINS
56846,Erode Jolarpettai Passenger,PASS-TRAINS
56859,Tambaram Villupuram Passenger,PASS-TRAINS
56861,Villupuram-Puducherry Passenger,PASS-TRAINS
56863,Villupuram-Puducherry Passenger,PASS-TRAINS
56865,Puducherry-Villupuram Passenger,PASS-TRAINS
56873,Villupuram Mayiladuthurai Passenger,PASS-TRAINS
56877,Villupuram-Mayiladuthurai Passenger,PASS-TRAINS
56904,Dharwar Solapur Passenger,PASS-TRAINS
56905,Solapur-Hubli Passenger,PASS-TRAINS
56906,Hubli - Solapur Passenger,PASS-TRAINS
55029,Muzaffarpur Gorakhpur Passenger,PASS-TRAINS
56833,Cuddalore Vriddhachalam Passenger,PASS-TRAINS
56841,Tiruchchirapalli Erode Passenger,PASS-TRAINS
56843,Tiruchchirapalli Erode Passenger,PASS-TRAINS
56847,Trichy Palakkad Town Passenger,PASS-TRAINS
56848,Palghat Town Tiruchchirapalli Passenger,PASS-TRAINS
56851,Nagore Trichy Passenger,PASS-TRAINS
56852,Trichy Nagore Passenger,PASS-TRAINS
56862,Puducherry-Villupuram Passenger,PASS-TRAINS
56864,Puducherry-Villupuram Passenger,PASS-TRAINS
56866,Puducherry-Villupuram Passenger,PASS-TRAINS
56874,Mayiladuthurai Villupuram Passenger,PASS-TRAINS
56878,Mayiladuthurai-Villupuram Passenger,PASS-TRAINS
56890,Tiruturaipdi Tiruvarur Passenger,PASS-TRAINS
56891,Thiruvarur Karaikkudi Passenger,PASS-TRAINS
56892,Karaikkudi Thiruvarur Passenger,PASS-TRAINS
56893,Thiruvarur Karaikkudi Passenger,PASS-TRAINS
56894,Karaikkudi Thiruvarur Passenger,PASS-TRAINS
56902,Dharwar Hubil Passenger,PASS-TRAINS
56907,Hubli Dharwar Passenger,PASS-TRAINS
56909,Bangalore Hospet Passenger,PASS-TRAINS
56909-Slip,Bangalore Hospet Passenger Slip,PASS-TRAINS
56910,Bangalore Passenger,PASS-TRAINS
56911,Bangalore Hubli passenger,PASS-TRAINS
56912,Hubli Bangalore Passenger,PASS-TRAINS
56913,Bangalore Hubli Fast Passenger,PASS-TRAINS
56914,Hubli Bangalore passenger,PASS-TRAINS
56915,Hubli Passenger Slip,PASS-TRAINS
56916,Hubli Chikjajur Passenger,PASS-TRAINS
56917,Bangalore Shimoga Slip,EXP-TRAINS
56918,Shimoga Bangalore Passenger,PASS-TRAINS
56961,KULEM - VASCO DAGAMA Passenger,PASS-TRAINS
56963,KULEM - VASCO DA GAMA Passenger,PASS-TRAINS
56964,VASCO DA GAMA - KULEM Passenger,PASS-TRAINS
57129,Bijapur-Bolarum Passenger,PASS-TRAINS
57130,Hyderabad Bijapur Passenger,PASS-TRAINS
57131,Bolarum Hyderabad Passenger,PASS-TRAINS
57133,Bijapur Raichur Passenger,PASS-TRAINS
57134,Raichur Bijapur Passenger,PASS-TRAINS
57139,Dornakal Manuguru Passenger,PASS-TRAINS
57145,Dornakal Bhadrachalam Passenger,PASS-TRAINS
57146,Bhadrachalam Dornakal Passenger,PASS-TRAINS
57156,Hyderabad Gulbarga Passenger,PASS-TRAINS
57201,Vijayawada Rajahmundry Passenger,PASS-TRAINS
57207,Tenali Markapur Road Passenger,PASS-TRAINS
57208,Markapur Road Guntur Passenger,PASS-TRAINS
57235,Rajamundry Visakhapatnam Passenger,PASS-TRAINS
53131,Sealdah Muzaffarpur Fast Passenger,PASS-TRAINS
56962,VASCO DAGAMA - KULEM Passenger,PASS-TRAINS
56965,KULEM - VASCO DA GAMA Passenger,PASS-TRAINS
56966,VASCO DA GAMA - KULEM Passenger,PASS-TRAINS
57121,Kazipet Balharshah Passenger,PASS-TRAINS
57122,Sirpur Town Kazipet Passenger,PASS-TRAINS
57124,Balharshah Bhadrachalam Passenger,PASS-TRAINS
57135,Nagpur Kazipet Passenger,PASS-TRAINS
57136,Kazipet Nagpur Passenger,PASS-TRAINS
57140,Link Secunderabad Express,EXP-TRAINS
57155,Gulbarga-Hyderabad Passenger,PASS-TRAINS
57202,Tenali Repalle Passenger,PASS-TRAINS
57203,Repalle Tenali Passenger,PASS-TRAINS
57209,Tenali Guntur Passenger,PASS-TRAINS
57210,Guntur Tenali Passenger,PASS-TRAINS
57216,Guntur Tenali Passenger,PASS-TRAINS
57217,Guntur Macherla Passenger,PASS-TRAINS
57218,Macherla Bhimavaram Passenger,PASS-TRAINS
57219,Guntur Macherla Passenger,PASS-TRAINS
57220,Macherla Guntur Passenger,PASS-TRAINS
57224,Vijayawada Gudur Passenger,PASS-TRAINS
57225,Vijayawada Visakhapatnam Passenger,PASS-TRAINS
57226,Visakhapatnam Vijayawada Passenger,PASS-TRAINS
57229,Machilipatnam Visakhapatnam Fast Passenger,PASS-TRAINS
57230,Visakhapatnam Machilipatnam Fast Passenger,PASS-TRAINS
57231,Vijayawada Kakinada Port Fast Passenger,PASS-TRAINS
57232,Kakinada Port Vijayawada Passenger,PASS-TRAINS
57240,Bitragunta Chennai Passenger,PASS-TRAINS
57241,Bitragunta Vijayawada Passenger,PASS-TRAINS
57242,Vijayawada bitragunta Passenger,PASS-TRAINS
57254,Vijayawada Bhadrachalam Passenger,PASS-TRAINS
57257,Tirupati Kakinada Port Passenger,PASS-TRAINS
57258,Kakinada Port Tirupati Passenger,PASS-TRAINS
57259,Bhimavaram Rajamundry Passenger,PASS-TRAINS
57260,Rajamundry Narasapur Passenger,PASS-TRAINS
57271,Rayagada Passenger,PASS-TRAINS
57272,Rayagada Vijayawada Passenger,PASS-TRAINS
57274,Tirupati Hubli InterCity Passenger,PASS-TRAINS
57278,Vijayawada Bitragunta Passenger,PASS-TRAINS
57279,Gudivada Narasapur Passenger,PASS-TRAINS
57280,Bhimavaram Gudivada Passenger,PASS-TRAINS
57427,Raichur Guntakal Passenger,PASS-TRAINS
57428,Guntakal Raichur Passenger,PASS-TRAINS
57437,Guntakal Hindupur Passenger,PASS-TRAINS
57438,Hindupur Guntakal Passenger,PASS-TRAINS
57547,Hyderabad Purna Passenger,PASS-TRAINS
51111,Chalisgaon Dhule Mix Passenger,PASS-TRAINS
57237,Kazipet Vijayawada Passenger,PASS-TRAINS
57238,Vijaywada Kazipet Passenger,PASS-TRAINS
57239,Chennai Gudur Passenger,PASS-TRAINS
57253,Bhadrachalam Vijayawada Passenger,PASS-TRAINS
57256,Visakhapatnam Kakinada Port passenger,PASS-TRAINS
57262,Nidadavolu Bhimavaram Passenger,PASS-TRAINS
57263,Narasapur Nidadavolu Passenger,PASS-TRAINS
57264,Narasapur Visakhapatnam (LINK) Passenger,PASS-TRAINS
57265,Visakhapatnam Narasapur (LINK) Passenger,PASS-TRAINS
57273,Hubli Tirupati InterCity Passenger,PASS-TRAINS
57285,Nadikode Macherla Passenger,PASS-TRAINS
57286,Macherla Nadikode Passenger,PASS-TRAINS
57298,Narasapur Guntur Passenger,PASS-TRAINS
57305,Kacheguda Guntur Fast Passenger,PASS-TRAINS
57306,Guntur Secunderabad Passenger,PASS-TRAINS
57307,Secunderabad Medchal Suburban,EXP-TRAINS
57308,Medchal Secunderabad Suburban,EXP-TRAINS
57327,Dronachellam Guntur Passenger,PASS-TRAINS
57328,Guntur Dhone Passenger,PASS-TRAINS
57381,Guntur Narasapur Fast Passenger,PASS-TRAINS
57382,Guntur Passenger,PASS-TRAINS
57412,Gudur Tirupati Fast Passenger,PASS-TRAINS
57426,Gunatkal Secunderabad Passenger,PASS-TRAINS
57430,Gudur Tirupati Passenger,PASS-TRAINS
57439,Gooty Dhone Passenger,PASS-TRAINS
57440,Dhone Gooty Passenger,PASS-TRAINS
57467,Kurnool Town Guntakal Passenger,PASS-TRAINS
57469,Kurnool Town Guntakal Passenger,PASS-TRAINS
57474,Bodhan Mahbubnagar Passenger,PASS-TRAINS
57475,Tirupati Guntakal Passenger,PASS-TRAINS
57476,Guntakal Tirupati Passenger,PASS-TRAINS
57501,Nizamabad Bodhan Passenger,PASS-TRAINS
57502,Bodhan Nizamabad Passenger,PASS-TRAINS
57503,Nizamabad Bodhan Passenger,PASS-TRAINS
57504,Bodhan Nizamabad Passenger,PASS-TRAINS
57512,Parbhani Purna Passenger,PASS-TRAINS
57516,Nanded-Daund Junction Passenger,PASS-TRAINS
57518,Tandur Bolarum Passenger,PASS-TRAINS
57519,Bolarum Secunderabad Suburban,EXP-TRAINS
57539,Akola Parli Vaijnath Passenger,PASS-TRAINS
57540,Akola Passenger,PASS-TRAINS
57541,Nagarsol Nanded Passenger,PASS-TRAINS
57542,Nanded Manmad Passenger,PASS-TRAINS
57561,Kacheguda Manmad Passenger,PASS-TRAINS
57581,Akola Purna Passenger,PASS-TRAINS
57583,Akola Purna Passenger,PASS-TRAINS
57448,Mahbubnagar Secunderabad Passenger,PASS-TRAINS
57451,Chikjajur Guntakal Passenger,PASS-TRAINS
57453,Bellary Guntakal Passenger,PASS-TRAINS
57454,Guntakal Bellary Passenger,PASS-TRAINS
57468,Dhone Kurnool Town Passenger,PASS-TRAINS
57470,Guntakal Kurnool Town Passenger,PASS-TRAINS
57473,Secunderabad Bodhan Passenger,PASS-TRAINS
57485,Secunderabad Mirzapali Passenger,PASS-TRAINS
57486,Mirzapali Secunderabad Passenger,PASS-TRAINS
57548,Purna Hyderabad Passenger,PASS-TRAINS
57549,Hyderabad Aurangabad Passenger,PASS-TRAINS
57550,Aurangabad-Hyderabad Passenger,PASS-TRAINS
57551,Purna Adilabad Passenger,PASS-TRAINS
57552,Adilabad Purna Passenger,PASS-TRAINS
57553,Parli Vaijnath Adilabad Passenger,PASS-TRAINS
57554,Adilabad Parli Vaijnath Passenger,PASS-TRAINS
57557,Nizamabad Nanded Passenger,PASS-TRAINS
57558,Nanded Nizamabad Passenger,PASS-TRAINS
57563,Hyderabad-Parbhani PASS,PASS-TRAINS
57564,Nanded Hyderabad Passenger,PASS-TRAINS
57582,Purna Akola Passenger,PASS-TRAINS
57605,Secunderabad Vikarabad Passenger,PASS-TRAINS
57606,Vikarabad Secunderabad,EXP-TRAINS
57619,Delta Fast Passenger,PASS-TRAINS
57625,Kakatiya Fast Passenger,PASS-TRAINS
57626,Kakatiya Fast Passenger,PASS-TRAINS
57640,Guntur Tirupati Passanger,PASS-TRAINS
57641,SOLAPUR - GADAG PASSENGER,PASS-TRAINS
57642,GADAG - SOLAPUR PASSENGER,PASS-TRAINS
57643,Bagalkot Gadag Passenger,PASS-TRAINS
57644,Gadag Bagalkot Passenger,PASS-TRAINS
57651,Secunderabad Repalle Passenger,PASS-TRAINS
57652,Repalle Secunderabad Passenger,PASS-TRAINS
57657,Manuguru Kazipet Passenger,PASS-TRAINS
57658,Kazipet Manuguru Passenger,PASS-TRAINS
57660,Falaknuma Gulbarga Passenger,PASS-TRAINS
58000,Puri -- Santragachi Passenger,PASS-TRAINS
58001,Howrah Puri Santragachi Passenger,PASS-TRAINS
58003,Howrah Bhadrak Passenger,PASS-TRAINS
58005,Kharagpur Khurda Fast Passenger,PASS-TRAINS
58006,Kurdha road Kharagpur passenger,PASS-TRAINS
58007,Kharagpur Balasore Bhadrakh Passenger,PASS-TRAINS
58011,Howrah Chakradharpur Passenger,PASS-TRAINS
58012,Chakradharpur Howrah Passenger,PASS-TRAINS
58014,Bokaro Steel City-Howrah Fast Passenger,PASS-TRAINS
58015,Howrah Adra MEMU Passenger,PASS-TRAINS
58016,Adra Howrah Passenger,PASS-TRAINS
51113,Chalisgaon Dhule Mix Passenger,PASS-TRAINS
51114,Dhule Chalisgaon Mix Passenger,PASS-TRAINS
51115,Chalisgaon Dhule Mix Passenger,PASS-TRAINS
51886,DAMOH BINA PASS,PASS-TRAINS
57584,Purna Akola Passenger,PASS-TRAINS
57628,Gulbarga Solapur Passenger,PASS-TRAINS
57639,Tirupati Guntur Passenger,PASS-TRAINS
57649,Gulbarga Wadi Passenger,PASS-TRAINS
57650,Wadi Solapur Passenger,PASS-TRAINS
57659,Sholapur Falaknuma Passenger,PASS-TRAINS
57685,Solapur Bijapur Passenger,PASS-TRAINS
57686,Bijapur Solapur Passenger,PASS-TRAINS
58002,Puri Santargachi Passenger,PASS-TRAINS
58008,Jajpur Keonjhar kharagpur,EXP-TRAINS
58009,Kharagpur Jajpur Keonjhar Road Passenger,PASS-TRAINS
58010,Chakradharpur Adra Passenger,PASS-TRAINS
58017,Kharagpur Asansol Passenger,PASS-TRAINS
58018,Asansol Adra Kharagpur Passenger,PASS-TRAINS
58019,Adra Asansol Passenger,PASS-TRAINS
58020,Asansol Adra Passenger,PASS-TRAINS
58021,Kharagpur Tatanagar Passenger,PASS-TRAINS
58022,Tatanagar Kharagpur MEMU Passenger,PASS-TRAINS
58023,Tatanagar Barkakana Passenger,PASS-TRAINS
58025,Kharagpur-Hatia Passenger,PASS-TRAINS
58026,Hatia Kharagpur Passenger,PASS-TRAINS
58101,Tatanagar Badampahar Passenger,PASS-TRAINS
58103,Tatanagar Barabil Passenger,PASS-TRAINS
58104,Barabil Tatanagar Passenger,PASS-TRAINS
58109,Tatanagar Gua Passenger,PASS-TRAINS
58110,Gua Tatanagar Passenger,PASS-TRAINS
58111,TATANAGAR - ITWARI Passenger,PASS-TRAINS
58112,ITWARI - TATANAGAR Passenger,PASS-TRAINS
58113,TATA BSP PASS,PASS-TRAINS
58114,BSP TATA PASSENGER,PASS-TRAINS
58116,ROU CKP SARANDA PASSENGER,PASS-TRAINS
58151,Birmitrapur Barsuan Passenger,PASS-TRAINS
58152,Barsuan Birmitrapur Passenger,PASS-TRAINS
58162,JHARSUGUDA - HATIA Passenger (UnReserved),PASS-TRAINS
58201,Bilaspur Raipur Passenger,PASS-TRAINS
58202,Raipur Bilaspur MEMU Local,PASS-TRAINS
58203,Gevra Raipur Passenger,PASS-TRAINS
58204,Raipur Gevra Road Passenger,PASS-TRAINS
58205,RAIPUR ITWARI PASS,PASS-TRAINS
58206,ITWARI RAIPUR MEMU Pass,PASS-TRAINS
58208,Khariar Raipur Passenger,PASS-TRAINS
58215,Jharsuguda Titlagarh Passenger,PASS-TRAINS
58216,Titlagarh Jharsuguda Passenger,PASS-TRAINS
58117,Jharsuguda Gondia Passenger,PASS-TRAINS
58118,Gondia Jharsuguda Passenger,PASS-TRAINS
58125,Sambalpur Jharsuguda Passenger,PASS-TRAINS
58131,Rourkela-Puri Passenger,PASS-TRAINS
58132,Puri Rourkela Passenger,PASS-TRAINS
58133,Rourkela Jharsuguda Passenger,PASS-TRAINS
58134,Jhsrsuguda Rourkela Passenger,PASS-TRAINS
58209,Gevra Bilaspur Passenger,PASS-TRAINS
58210,Bilaspur Gevra Passenger,PASS-TRAINS
58212,Bilaspur Gevra Passenger,PASS-TRAINS
58213,Jharsuguda Bilaspur Passenger,PASS-TRAINS
58214,Bilaspur Jharsuguda Passenger,PASS-TRAINS
58217,Titlagarh Raipur Passenger,PASS-TRAINS
58218,Raipur Titagarh Passenger,PASS-TRAINS
58220-Slip,Chirmiri Bilaspur Passenger Slip,PASS-TRAINS
58221,Chirmiri Chandia Passenger,PASS-TRAINS
58222,Chandia Chirmiri Passenger,PASS-TRAINS
58223,Manendragarh Ambikapur Passang,PASS-TRAINS
58224,Ambikapur Manendragarh Passang,PASS-TRAINS
58401,Cuttack Paradip Passenger,PASS-TRAINS
58405,Cuttack Paradip Passenger,PASS-TRAINS
58406,Paradip Cuttack Passenger,PASS-TRAINS
58407,Khurda Puri Passenger,PASS-TRAINS
58408,Puri Khurda Road Passenger,PASS-TRAINS
58409,Khurda Puri Passenger,PASS-TRAINS
58410,Puri Khurda Road Passenger,PASS-TRAINS
58414,Puri Talcher Passenger,PASS-TRAINS
58415,Puri Cuttack Passenger,PASS-TRAINS
58416,Cuttack Puri Passenger,PASS-TRAINS
58417,Puri Gunupur Passenger,PASS-TRAINS
58418,Parlakhemundi Puri Passenger,PASS-TRAINS
58421,Angul Puri Fast Passenger,PASS-TRAINS
58422,Puri Angul Fast Passenger,PASS-TRAINS
58423,Bhadrak Cuttack Passenger,PASS-TRAINS
58424,Cuttack Bhadrakh Passenger,PASS-TRAINS
58435,Bhadrakh Cuttack Fast Passenger,PASS-TRAINS
58436,Cuttack Bhadrakh Fast Passenger,PASS-TRAINS
58527,Raipur Vishakhapatnam Passenger,PASS-TRAINS
58528,Visakhapatnam Raipur Passenger,PASS-TRAINS
58541,Rayagada Koraput Passenger,PASS-TRAINS
58542,Koraput Rayagada Passenger,PASS-TRAINS
58601,Kharagpur Adra Passenger,PASS-TRAINS
58602,Adra Kharagpur Passenger,PASS-TRAINS
58603,Kharagpur-Dhanbad Passenger,PASS-TRAINS
58604,Dhanbad Kharagpur Passenger,PASS-TRAINS
58605,Kharagpur Tatanagar Passenger,PASS-TRAINS
58606,Tatanagar Kharagpur Passenger,PASS-TRAINS
58220,Chirmiri Bilaspur Passenger,PASS-TRAINS
58433,Cuttack Berhampur Fast Passenger,PASS-TRAINS
58434,Berhampur Cuttack Fast Passenger,PASS-TRAINS
58501,Visakhapatnam Kirandul Passenger,PASS-TRAINS
58525,Palasa Visakhapatnam Passenger,PASS-TRAINS
